Who,What,When,when_yyyy_mm,Field,Area,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,EZID,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location),Address (map),Latitude,Longitude,Postcode,Country
Bibliothèques de Laval,14708,2020-12-05,2020-12-01,library,,https://biblio.laval.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1555 Boulevard Chomedey, Laval, QC H7V 3Z1, Canada","325, boulevard Cartier Ouest Laval (Québec) H7N 2J5, Canada","325, boulevard Cartier Ouest Laval, QC, Canada",45.5518523,-73.7081363,,Canada
Densho,88922,2020-12-14,2020-12-01,archives,,https://identifiers.densho.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1416 S. Jackson St, Seattle, WA 98144, USA","1416 S. Jackson St, Seattle, WA 98144, USA","1416 S. Jackson St, Seattle, WA 98144, USA",47.599733,-122.3133072,,USA
"The National Gallery, London",75927,2020-12-14,2020-12-01,museum,,https://data.ng-london.org.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"The National Gallery, Trafalgar Square, London, WC2N 5DN, UK","Trafalgar Square, Charing Cross, London WC2N 5DN, UK","Trafalgar Square, London, UK",51.508037,-0.128049410707247,,United Kingdom
Wildlife Conservation Society Library and Archives,63273,2020-12-16,2020-12-01,library,,https://library.wcs.org/Archives.aspx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2300 Southern Boulevard, Bronx, NY 10460, USA","2300 Southern Boulevard, Bronx, NY 10460, USA","2300 Southern Boulevard, Bronx, NY 10460, USA",40.85066,-73.882546,,USA
Archives départementales de Seine-Maritime,50278,2020-12-18,2020-12-01,archives,departemental,http://www.archivesdepartementales76.net,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2 Quai jean Moulin, 76001, Rouen, France","42 Rue Henri II Plantagenêt, 76100, Rouen, France","42 Rue Henri II Plantagenêt, 76100, Rouen, France",49.4264998,1.0974175,76100,France
Musée Fabre,11288,2020-12-23,2020-12-01,museum,,https://museefabre.montpellier3m.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"13, rue Montpelliéret, 34000 Montpellier, France","39 Boulevard Bonne Nouvelle, 34000, Montpellier, France","39 Boulevard Bonne Nouvelle, 34000, Montpellier, France",43.6117157,3.8807356,34000,France
"Institute of Information Science, Academia Sinica, Taiwan",37281,2020-12-23,2020-12-01,research,,https://pid.depositar.io,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"No. 128, Section 2, Nangang District, Taipei City 115, Taiwan","No. 128, Section 2, Nangang Road, Nangang District Taipei City, Taïwan 115","Nangang District Taipei City, Taïwan",25.0545779,121.6065999,,Taïwan
Center for Adventist Research,24284,2020-12-23,2020-12-01,research,,https://www.centerforadventistresearch.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2020,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4190 Administration Drive, Berrien Springs, MI 49103, USA","4190 Administration Drive, Berrien Springs, MI 49103, USA","Berrien Springs, MI 49103, USA",41.9464336,-86.3388965,,USA
Niagara Falls Public Library,85503,2021-01-05,2021-01-01,library,,https://nflh.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1425 Main St Niagara Falls, NY 14305, USA","1425 Main St Niagara Falls, NY 14305, USA","1425 Main Street, Niagara Falls, NY 14305, USA",43.1022641,-79.0512967,,USA
Musée national d'histoire et d'art Luxembourg,72849,2021-01-11,2021-01-01,museum,,https://collections.mnha.lu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Marché-aux-Poissons, 2345, Luxembourg, Luxembourg","Marché-aux-Poissons, 2345, Luxembourg, Luxembourg","Marché-aux-Poissons, 2345, Luxembourg, Luxembourg",49.611494,6.13385739371941,,Luxemburg
Musée des Tissus,59854,2021-01-13,2021-01-01,museum,,https://www.museedestissus.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"34 rue de la Charité, 69002, Lyon, France","34 rue de la Charité, 69002, Lyon, France","34 rue de la Charité, 69002, Lyon, France",45.7531254,4.8316379,69002,France
Short Edition,46857,2021-01-14,2021-01-01,publication,,https://short-edition.com/fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"12 rue Ampère, bat A, 38000, Grenoble, France","12 rue Ampère, bat A, 38000, Grenoble, France","12 rue Ampère, 38000, Grenoble, France",45.1852154,5.7053024,38000,France
Real Sociedad Bascongada de los Amigos del País,33860,2021-01-16,2021-01-01,research,,https://rsbap.org/ojs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Peña y Goñi, 5, 20002 Donostia-San Sebastián, San Sebastian, Spain","Peña y Goñi Kalea, 5 20002 Donostia, Gipuzkoa, Spain","5 20002 Donostia, Gipuzkoa, Spain",43.3184863,-1.9836406,,Spain
LearnEnjoy,20864,2021-01-19,2021-01-01,education,,https://www.learnenjoy.com/site/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"25 villa de l'Ermitage, 78000, Versailles, France","25 villa de l'Ermitage, 78000, Versailles, France","25 villa de l'Ermitage, 78000, Versailles, France",48.814964,2.1255448,78000,France
Editions Epicure,69430,2021-01-21,2021-01-01,publication,,https://editions-epicure.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Le bourg, 16480, Saint-Laurent-des-Combes, France","19 Chemin des Collettes, 06800, Cagnes-sur-Mer, France","19 Chemin des Collettes, 06800, Cagnes-sur-Mer, France",43.6661233,7.1557764,6800,France
Banque de France,56433,2021-01-21,2021-01-01,bank,national,https://www.banque-france.fr/la-banque-de-france/histoire/archives-historiques,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"31 rue Croix des Petits-Champs 75049 Paris cedex 01, France","31 rue Croix des Petits-Champs, 75001, Paris, France","31 rue Croix des Petits-Champs, 75001, Paris, France",48.86384,2.3397793,75001,France
Africa Development and Resources Research Institute,82425,2021-01-21,2021-01-01,research,,https://www.adrri.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Koforidua-Nsutam Rd, Koforidua, Ghana","Koforidua-Nsutam Rd, Koforidua, Ghana","Koforidua, Ghana",6.1104472,-0.2673795,,Ghana
Dixon Pentecostal Research Center - Lee University,43436,2021-01-22,2021-01-01,research,,https://www.dixonprc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"260 11th Street NE, Cleveland, TN 37311, USA","260 11th Street NE, Cleveland, TN 37311, USA","260 11th Street NE, Cleveland, TN 37311, USA",35.1639272244898,-84.8688511020408,,USA
Bibliotheca Hertziana - Max Planck Institute for Art History,30440,2021-01-26,2021-01-01,library,,https://ark.biblhertz.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"via Gregoriana 28, 00128 Rome, Italy","Via Gregoriana, 28 00187 Roma RM, Italy","Via Gregoriana, 28 00187 Roma RM, Italy",41.9039977,12.485448,,Italy
Archives départementales de la Haute-Marne,81058,2021-01-27,2021-01-01,archives,departemental,https://haute-marne.fr/culture/archives-departementales/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 Rue du Lycée Agricole, 52000, Chamarandes-Choignes, France","1 Rue du Lycée Agricole, 52000, Chamarandes-Choignes, France","1 Rue du Lycée, 52000, Chamarandes-Choignes, France",48.1034969,5.1606402,52000,France
IRAI,17445,2021-01-27,2021-01-01,IT,,https://www.iraifrance.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"17 avenue du 19 mars 1962, 30110, La Grand Combe, France","17 avenue du 19 mars 1962, 30110, La Grand Combe, France","17 avenue du 19 mars 1962, 30110, La Grand Combe, France",44.2163218,4.0313607,30110,France
Département des Hautes-Alpes,79006,2021-01-28,2021-01-01,administrative district,departemental,https://www.hautes-alpes.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Place Saint Arnoux, FR-05000 GAP Hautes-Alpes PACA, France","Place Saint-Arnoux, 05000, Gap , France","Place Saint-Arnoux, 05000, Gap , France",44.5575695,6.0772806,5000,France
Muséum d'histoire naturelle de Nantes Métropole,66009,2021-02-01,2021-02-01,museum,municipal,https://museum.nantesmetropole.fr/home.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"12 rue Voltaire, 44000, Nantes, France","12 rue Voltaire, 44000, Nantes, France","12 rue Voltaire, 44000, Nantes, France",47.2125868,-1.56470286492504,44000,France
Universidad Nacional Experimental de los Llanos Centrales Rómulo Gallegos,53012,2021-02-02,2021-02-01,university,,https://ceiacergunergs.wordpress.com/ediciones-de-la-revista/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"av. 23 de Enero, Calabozo, Venezuela","Avenida 23 de Enero Calabozo, Guárico, Venezuela","Avenida 23 de Enero Calabozo, Guárico, Venezuela",8.9334123,-67.426909,,Venezuela
Sistema bibliotecario dell'Università di Verona,40016,2021-02-02,2021-02-01,library,,https://www.univr.it/it/biblioteche,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"via San Francesco 22, 37129, Verona, Italy","Via San Francesco, 22 37129 Verona VR, Italy","Via San Francesco, 22 37129 Verona VR, Italy",45.436803,11.003417,,Italy
National Library of Mexico,27021,2021-02-03,2021-02-01,library,,https://BNM.iib.unam.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Circuito Mario de la Cueva, Cd Universitaria, UNAM, Mexico","Cd Universitaria, UNAM, Mexico","Ciudad Universitaria, Mexico, Mexico",19.3215473,-99.1849188,,Mexico
Alès Agglomération Musées,14367,2021-02-04,2021-02-01,museum,municipal,https://www.ales.fr/sortir-bouger/musees/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Bâtiment ATOME, 2 rue Michelet, 30105 Alès Cédex, France","52 montée des lauriers, 30100, Alès, France","52 montée des lauriers, 30100, Alès, France",44.1307415,4.06928451358448,30100,France
Jizerska-knihovna,88582,2021-02-05,2021-02-01,IT,,https://webnode.cz,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Na Pískovně 667, Liberec, 46014, Czech republic","Na Pískovně 667 Ruprechtice, 460 14 Liberec, Czech republic","Na Pískovně 667 Ruprechtice, 460 14 Liberec, Czech republic",50.7863566,15.0564883,,Czech Republic
Revista Científico Hombre Ciencia y Tecnología,75585,2021-02-09,2021-02-01,publication,,http://www.ciencia.gtmo.inf.cu/index.php/http,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"13 Norte, Guantánamo, Cuba","13 Norte, Guantánamo, Cuba","13 Norte, Guantánamo, Cuba",20.1584095,-75.2090548,,Cuba
California Historical Society,62588,2021-02-09,2021-02-01,research,,https://californiahistoricalsociety.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"678 Mission St, San Francisco, CA 94110, USA","678 Mission St, San Francisco, CA 94105, USA","678 Mission St, San Francisco, CA 94105, USA",37.78695955,-122.401638,,USA
State Library Victoria,49592,2021-02-16,2021-02-01,library,,https://www.slv.vic.gov.au/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"328 Swanston Street, Melbourne, Victoria 3000, Australia","328 Swanston St, Melbourne VIC 3000, Australia","328 Swanston St, Melbourne VIC 3000, Australia",-37.8097696,144.965535169952,,Australia
Musée de la Renaissance - Château d'Écouen,36597,2021-02-24,2021-02-01,museum,municipal,https://musee-renaissance.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Château D'Écouen, 95440, Écouen, France","Château D'Écouen, 95440, Écouen, France","Château D'Écouen, 95440, Écouen, France",49.0173515,2.37802315,95440,France
Software Systems Lab,23943,2021-02-24,2021-02-01,IT,,https://www.sosy-lab.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Oettingenstr. 67, 80538 München, Germany","Oettingenstr. 67, 80538 München, Germany","Oettingenstr. 67, 80538 München, Germany",48.1500233,11.5942831,,Germany
Brill,10948,2021-03-02,2021-03-01,university,,https://data.brill.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Plantijnstraat 2, 2321 JC, Leiden, The Netherlands","Plantijnstraat 2, 2321 JC, Leiden, The Netherlands","Plantijnstraat 2, 2321, Leiden, The Netherlands",52.1420831,4.4886679,,Netherlands
Maison Asie-Pacifique,85161,2021-03-03,2021-03-01,research,,http://www.maison-asie-pacifique.fr/#sthash.vVq73lig.dpbs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Maison Asie Pacifique, Aix-Marseille Université, 3, place Victor Hugo 13331 Marseille Cedex 3, France","3 Place Victor Hugo, 13003, Marseille, France","3 Place Victor Hugo, 13003, Marseille, France",43.3045359,5.3771152,13003,France
Paleo Core,72164,2021-03-04,2021-03-01,research,,https://paleocore.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"2100 Speedway, Austin, TX 78712, USA","2100 Speedway Austin, TX 78705, USA","2100 Speedway Austin, TX 78705, USA",30.283599,-97.737516,,USA
Fondation Cartier pour l'art contemporain,59168,2021-03-08,2021-03-01,research,,https://www.fondationcartier.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"261 boulevard Raspail, 75014, Paris, France","261 boulevard Raspail, 75014, Paris, France","261 boulevard Raspail, 75014, Paris, France",48.8373738,2.33191092011202,75014,France
sacado.xyz,46173,2021-03-08,2021-03-01,education,,https://sacado.xyz,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"La capte, 2B avenue de la pinède, 83400, Hyères, France","La capte, 2B avenue de la pinède, 83400, Hyères, France","2B avenue de la pinède, 83400, Hyères, France",43.0628569,6.148331,83400,France
Musée de Préhistoire d'Île-de-France,33519,2021-03-09,2021-03-01,museum,regional,https://www.musee-prehistoire-idf.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"48 avenue Etienne Dailly, 77140, Nemours, France","48 avenue Etienne Dailly, 77140, Nemours, France","48 avenue Etienne Dailly, 77140, Nemours, France",48.2601775,2.71345184649123,77140,France
Musée de la Seine-et-Marne,20524,2021-03-09,2021-03-01,museum,departemental,https://www.musee-seine-et-marne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"17 avenue de la Ferté-sous-Jouarre, 77750, Saint-Cyr-sur-Morin, France","17 avenue de la Ferté-sous-Jouarre, 77750, Saint-Cyr-sur-Morin, France","17 avenue de la Ferté-sous-Jouarre, 77750, Saint-Cyr-sur-Morin, France",48.9080848,3.1829517,77750,France
Musée departemental des Peintres de Barbizon,81740,2021-03-09,2021-03-01,museum,departemental,https://www.musee-peintres-barbizon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"92 grande rue, 77630, Barbizon, France","92 grande rue, 77630, Barbizon, France","92 grande rue, 77630, Barbizon, France",48.4461862,2.60260889782009,77630,France
Musée-jardin Bourdelle,68744,2021-03-09,2021-03-01,museum,,https://www.musee-jardin-bourdelle.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"1 rue Dufet-Bourdelle, 77620, Egreville, France","1 rue Dufet-Bourdelle, 77620, Egreville, France","1 rue Dufet-Bourdelle, 77620, Egreville, France",48.1830487,2.8602282,77620,France
Institut national de la propriété industrielle,55749,2021-03-10,2021-03-01,research,national,https://patrimoine.inpi.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Pôle Archives 15, rue des Minimes CS 50001, 92677 Courbevoie Cedex, France","15 Rue des Minimes, 92400, Courbevoie, France","15 Rue des Minimes, 92400, Courbevoie, France",48.9044558,2.2626926,92400,France
Musée Stéphane Mallarmé,43095,2021-03-11,2021-03-01,museum,,https://www.musee-mallarme.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"4 promenade Stéphane Mallarmé, 77870, Vulaines-sur-Seine, France","4 promenade Stéphane Mallarmé, 77870, Vulaines-sur-Seine, France","4 promenade Stéphane Mallarmé, 77870, Vulaines-sur-Seine, France",48.4298371,2.746623,77870,France
Fondation Jeunesse Avenir Entreprise,30100,2021-03-11,2021-03-01,education,,https://www.fondation-jae.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"60 avenue Jean Mermoz, 69372 Lyon cedex 08, France","60 Avenue Jean Mermoz, 69008, Lyon, France","60 Avenue Jean Mermoz, 69008, Lyon, France",45.73317,4.8791753,69008,France
Max Planck Institute of Molecular Cell Biology and Genetics,17104,2021-03-12,2021-03-01,research,,https://www.mpi-cbg.de/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Pfotenhauerstrasse 108, Dresden, 01307, Germany","Pfotenhauerstrasse 108, Dresden, 01307, Germany","Pfotenhauerstrasse 108, Dresden, 01307, Germany",51.05884045,13.784511178814,,Germany
"Silfersysten, Revista Sientifikha",78321,2021-03-14,2021-03-01,publication,,https://silfersystem.site/revista/index.php/sf,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"Av. Arequipa 1345 Lince, Lima, Perú","Av. Arequipa 1345 Miraflores 15074,Perù","Av. Arequipa 1345 Miraflores 15074,Perù",-12.1170613,-77.0293696,,Peru
SZTAKI,65326,2021-03-17,2021-03-01,IT,,https://www.sztaki.hu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"13-17 Kende u., Budapest, Hungary","Kende u. 13-17 Budapest, 1111 Hungary","Kende u. 13-17 Budapest, 1111 Hungary",47.4782938,19.0520926986248,,Hungary
New York School of Interior Design,52671,2021-03-18,2021-03-01,university,,http://nysidarchives.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,False,Anonyme,Anonyme,contact@email.com,,,,"170 East 70th Street, New York, NY 10021, USA","170 East 70th Street, New York, NY 10021, USA","170 East 70th Street, New York, NY 10021, USA",40.7685442,-73.9624782559877,,USA
