Who,What,When,Where,How (profit N-F),NR,Opacity,How (check character),How (year),How (policy),Why,Contact (surname),Contact (firstname),Contact (current only),Provider (surname),Provider (firstname),Provider (email),Address (postal),Address (location)
Short Edition,46857,2021-01-14,https://short-edition.com/fr/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 rue Ampère, bat A, 38000, Grenoble, France","12 rue Ampère, bat A, 38000, Grenoble, France"
Real Sociedad Bascongada de los Amigos del País,33860,2021-01-16,https://rsbap.org/ojs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Peña y Goñi, 5, 20002 Donostia-San Sebastián, San Sebastian, Spain","Peña y Goñi Kalea, 5 20002 Donostia, Gipuzkoa, Spain"
LearnEnjoy,20864,2021-01-19,https://www.learnenjoy.com/site/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"25 villa de l'Ermitage, 78000, Versailles, France","25 villa de l'Ermitage, 78000, Versailles, France"
Editions Epicure,69430,2021-01-21,https://editions-epicure.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Le bourg, 16480, Saint-Laurent-des-Combes, France","19 Chemin des Collettes, 06800, Cagnes-sur-Mer, France"
Banque de France,56433,2021-01-21,https://www.banque-france.fr/la-banque-de-france/histoire/archives-historiques,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"31 rue Croix des Petits-Champs 75049 Paris cedex 01, France","31 rue Croix des Petits-Champs, 75001, Paris, France"
Africa Development and Resources Research Institute,82425,2021-01-21,https://www.adrri.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Koforidua-Nsutam Rd, Koforidua, Ghana","Koforidua-Nsutam Rd, Koforidua, Ghana"
Dixon Pentecostal Research Center - Lee University,43436,2021-01-22,https://www.dixonprc.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"260 11th Street NE, Cleveland, TN 37311, USA","260 11th Street NE, Cleveland, TN 37311, USA"
Bibliotheca Hertziana - Max Planck Institute for Art History,30440,2021-01-26,https://ark.biblhertz.it,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"via Gregoriana 28, 00128 Rome, Italy","Via Gregoriana, 28 00187 Roma RM, Italy"
Archives départementales de la Haute-Marne,81058,2021-01-27,https://haute-marne.fr/culture/archives-departementales/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Rue du Lycée Agricole, 52000, Chamarandes-Choignes, France","1 Rue du Lycée Agricole, 52000, Chamarandes-Choignes, France"
IRAI,17445,2021-01-27,https://www.iraifrance.com/,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"17 avenue du 19 mars 1962, 30110, La Grand Combe, France","17 avenue du 19 mars 1962, 30110, La Grand Combe, France"
Département des Hautes-Alpes,79006,2021-01-28,https://www.hautes-alpes.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Place Saint Arnoux, FR-05000 GAP Hautes-Alpes PACA, France","Place Saint-Arnoux, 05000, Gap , France"
Muséum d'histoire naturelle de Nantes Métropole,66009,2021-02-01,https://museum.nantesmetropole.fr/home.html,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 rue Voltaire, 44000, Nantes, France","12 rue Voltaire, 44000, Nantes, France"
Universidad Nacional Experimental de los Llanos Centrales Rómulo Gallegos,53012,2021-02-02,https://ceiacergunergs.wordpress.com/ediciones-de-la-revista/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"av. 23 de Enero, Calabozo, Venezuela","Avenida 23 de Enero Calabozo, Guárico, Venezuela"
Sistema bibliotecario dell'Università di Verona,40016,2021-02-02,https://www.univr.it/it/biblioteche,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"via San Francesco 22, 37129, Verona, Italy","Via San Francesco, 22 37129 Verona VR, Italy"
National Library of Mexico,27021,2021-02-03,https://BNM.iib.unam.mx,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Circuito Mario de la Cueva, Cd Universitaria, UNAM, Mexico","Cd Universitaria, UNAM, Mexico"
Alès Agglomération Musées,14367,2021-02-04,https://www.ales.fr/sortir-bouger/musees/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bâtiment ATOME, 2 rue Michelet, 30105 Alès Cédex, France","52 montée des lauriers, 30100, Alès, France"
Jizerska-knihovna,88582,2021-02-05,https://webnode.cz,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Na Pískovně 667, Liberec, 46014, Czech republic","Na Pískovně 667 Ruprechtice, 460 14 Liberec, Czech republic"
Revista Científico Hombre Ciencia y Tecnología,75585,2021-02-09,http://www.ciencia.gtmo.inf.cu/index.php/http,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"13 Norte, Guantánamo, Cuba","13 Norte, Guantánamo, Cuba"
California Historical Society,62588,2021-02-09,https://californiahistoricalsociety.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"678 Mission St, San Francisco, CA 94110, USA","678 Mission St, San Francisco, CA 94105, USA"
State Library Victoria,49592,2021-02-16,https://www.slv.vic.gov.au/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"328 Swanston Street, Melbourne, Victoria 3000, Australia","328 Swanston St, Melbourne VIC 3000, Australia"
Musée de la Renaissance - Château d'Écouen,36597,2021-02-24,https://musee-renaissance.fr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Château D'Écouen, 95440, Écouen, France","Château D'Écouen, 95440, Écouen, France"
Software Systems Lab,23943,2021-02-24,https://www.sosy-lab.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Oettingenstr. 67, 80538 München, Germany","Oettingenstr. 67, 80538 München, Germany"
Brill,10948,2021-03-02,https://data.brill.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Plantijnstraat 2, 2321 JC, Leiden, The Netherlands","Plantijnstraat 2, 2321 JC, Leiden, The Netherlands"
Maison Asie-Pacifique,85161,2021-03-03,http://www.maison-asie-pacifique.fr/#sthash.vVq73lig.dpbs,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Maison Asie Pacifique, Aix-Marseille Université, 3, place Victor Hugo 13331 Marseille Cedex 3, France","3 Place Victor Hugo, 13003, Marseille, France"
Paleo Core,72164,2021-03-04,https://paleocore.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"2100 Speedway, Austin, TX 78712, USA","2100 Speedway Austin, TX 78705, USA"
Fondation Cartier pour l'art contemporain,59168,2021-03-08,https://www.fondationcartier.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"261 boulevard Raspail, 75014, Paris, France","261 boulevard Raspail, 75014, Paris, France"
sacado.xyz,46173,2021-03-08,https://sacado.xyz,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"La capte, 2B avenue de la pinède, 83400, Hyères, France","La capte, 2B avenue de la pinède, 83400, Hyères, France"
Musée de Préhistoire d'Île-de-France,33519,2021-03-09,https://www.musee-prehistoire-idf.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"48 avenue Etienne Dailly, 77140, Nemours, France","48 avenue Etienne Dailly, 77140, Nemours, France"
Musée de la Seine-et-Marne,20524,2021-03-09,https://www.musee-seine-et-marne.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"17 avenue de la Ferté-sous-Jouarre, 77750, Saint-Cyr-sur-Morin, France","17 avenue de la Ferté-sous-Jouarre, 77750, Saint-Cyr-sur-Morin, France"
Musée departemental des Peintres de Barbizon,81740,2021-03-09,https://www.musee-peintres-barbizon.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"92 grande rue, 77630, Barbizon, France","92 grande rue, 77630, Barbizon, France"
Musée-jardin Bourdelle,68744,2021-03-09,https://www.musee-jardin-bourdelle.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 rue Dufet-Bourdelle, 77620, Egreville, France","1 rue Dufet-Bourdelle, 77620, Egreville, France"
Institut national de la propriété industrielle,55749,2021-03-10,https://patrimoine.inpi.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Pôle Archives 15, rue des Minimes CS 50001, 92677 Courbevoie Cedex, France","15 Rue des Minimes, 92400, Courbevoie, France"
Musée Stéphane Mallarmé,43095,2021-03-11,https://www.musee-mallarme.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4 promenade Stéphane Mallarmé, 77870, Vulaines-sur-Seine, France","4 promenade Stéphane Mallarmé, 77870, Vulaines-sur-Seine, France"
Fondation Jeunesse Avenir Entreprise,30100,2021-03-11,https://www.fondation-jae.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"60 avenue Jean Mermoz, 69372 Lyon cedex 08, France","60 Avenue Jean Mermoz, 69008, Lyon, France"
Max Planck Institute of Molecular Cell Biology and Genetics,17104,2021-03-12,https://www.mpi-cbg.de/home,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Pfotenhauerstrasse 108, Dresden, 01307, Germany","Pfotenhauerstrasse 108, Dresden, 01307, Germany"
"Silfersysten, Revista Sientifikha",78321,2021-03-14,https://silfersystem.site/revista/index.php/sf,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Arequipa 1345 Lince, Lima, Perú","Av. Arequipa 1345 Miraflores 15074,Perù"
SZTAKI,65326,2021-03-17,https://www.sztaki.hu,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"13-17 Kende u., Budapest, Hungary","Kende u. 13-17 Budapest, 1111 Hungary"
New York School of Interior Design,52671,2021-03-18,http://nysidarchives.libraryhost.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"170 East 70th Street, New York, NY 10021, USA","170 East 70th Street, New York, NY 10021, USA"
Bibracte EPCC,39676,2021-03-23,https://www.bibracte.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Centre archéologique européen, 58370, Glux-en-Glenne, France","Centre archéologique européen, 58370, Glux-en-Glenne, France"
Observatorio de la Deuda Social Argentina (ODSA) de la Universidad Católica Argentina (UCA),26680,2021-03-23,https://poblaciones.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Alicia Moreau de Justo 1500. 4º piso, of. 462, Buenos Aires, Argentina","4º piso, of. 462 Av. Alicia Moreau de Justo 1500, C1107AFB, Buenos Aires,Argentina"
Acta Académica,13683,2021-03-23,https://aacademica.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Pedro Morán 2946, Buenos Aires, Argentina","Pedro Morán 2946 C1419 HJR, Buenos Aires, Argentina"
Atelier de la langue française,87897,2021-03-24,https://www.atelier-languefrancaise.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"9 Av Henri Pontier, 13100, Aix-en-Provence, France","9 Av Henri Pontier, 13100, Aix-en-Provence, France"
Epicure 3.0,74902,2021-03-24,https://gar.vivreaulycee.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"12 rue des Capucins, 51100, Reims, France","12 rue des Capucins, 51100, Reims, France"
Facultad de Ciencias de la Educación Universidad Nacional de Entre Ríos,62247,2021-03-25,http://pcient.uner.edu.ar/elcardo,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Alameda de la Federación 126, Paraná, Entre Ríos, Argentina","Alameda de la Federación 126, Paraná, Entre Ríos, Argentina"
Kingston Public Library Local History Collections,49252,2021-03-25,https://kplma.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"33 Summer St. Kingston, MA 02364, USA","33 Summer St. Kingston, MA 02364, USA"
Real Biblioteca,36256,2021-03-25,https://www.realbiblioteca.es,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Palacio Real, C. Bailén, s.n., 28071 Madrid, Spain","Palacio Real, C. Bailén, s.n., 28071 Madrid, Spain"
Archives de l'AP-HP,23259,2021-03-26,http://archives.aphp.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"78 avenue du Général Leclerc, 94270, Le Kremlin-Bicêtre, France","78 avenue du Général Leclerc, 94270, Le Kremlin-Bicêtre, France"
Prince of Peace Abbey Library,10263,2021-03-26,https://www.princeofpeaceabbey.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"650 Benet Hill Rd, Oceanside, CA 92058, USA","650 Benet Hill Rd, Oceanside, CA 92058, USA"
DrEdGE: Differential Expression Gene Explorer,84478,2021-03-29,https://dredge.ptgolden.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"400 Davie Rd, Carrboro NC 27510, USA","400 Davie Rd, Carrboro NC 27510, USA"
Numista,71823,2021-03-30,https://numista.com,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 avenue des Frères Olivier, 06600, Antibes, France","1 avenue des Frères Olivier, 06600, Antibes, France"
Hampden Sydney College Archives & Special Collections,45832,2021-03-31,https://libguides.hsc.edu/archives,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Bortz Library 237, Hampden-Sydney, VA 23943, USA","257 Via Sacra, Farmville, VA 23901, USA"
EvidenceB,32835,2021-04-06,https://www.evidenceb.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"19 rue André Del Sarte, 75018, Paris, France","19 rue André Del Sarte, 75018, Paris, France"
IJCERT Publication House,19839,2021-04-07,https://www.ijcert.org,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"PS Rao Nagar, Dammaiguda, Hyderabad, 500083, Telangana, India","PS Rao Nagar Dammaiguda, Secunderabad, Télangana 500083, India"
Nomad Education,81399,2021-04-08,https://nomadeducation.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"160 Boulevard Haussmann, 75008, Paris, France","160 Boulevard Haussmann, 75008, Paris, France"
aleph99,68404,2021-04-08,https://e.aleph99.fr,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"4, rue de Palestine, 75019, Paris, France","4, rue de Palestine, 75019, Paris, France"
Archives municipales d'Alès,55408,2021-04-12,https://www.ales.fr/territoire/decouvrir/archives-municipales-dales/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Place de l'Hôtel de Ville, 30100, Alès, France","4 Boulevard Gambetta, 30100, Alès, France"
Innovación y Software,42411,2021-04-12,https://revistas.ulasalle.edu.pe/innosoft,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Av. Alfonso Ugarte No 517, Arequipa, Peru","Av. Alfonso Ugarte No 517, Arequipa, Peru"
"Faculty of Humanities and Social Sciences, University of Zagreb",29415,2021-04-13,https://web2020.ffzg.unizg.hr/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ivana Lucica 3, HR 10000 Zagreb, Croatia","Ul. Ivana Lučića 3 10000, Zagreb, Croatia"
"Revista Científica de la Facultad de Ciencias Químicas y Farmacia, USAC",16420,2021-04-13,https://revistacient.ccqqfar.usac.edu.gt/index.php/revista_cientifica,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ciudad Universitaria, 11 Av, Guatemala, 01012, Guatemala","11 Avenida, Cdad. de Guatemala 01012, Guatemala"
University of Northampton,77980,2021-04-14,https://www.northampton.ac.uk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"University Drive, Northampton NN1 5PH, United Kingdom","University Dr, Northampton, United Kingdom"
Unversidad Nacional de Río Cuarto,64984,2021-04-14,https://www.unrc.edu.ar,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Ruta Nacional 36, Km. 601, Río Cuarto, Córdoba, CA X5804BYA, Argentina","Ruta Nac. 36 - Km. 601, X5804BYA Río Cuarto, Córdoba, Argentina"
Grupo INDECSAR,51987,2021-04-19,https://indecsar.org,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Calle 3, Villa 30, Ciudadela Panorama, Durán, Ecuador","Villa 30, Ciudadela Panorama, Durán, Ecuador"
Plume,38991,2021-04-21,https://www.plume-app.co,True,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"12 Rue Anselme, 93400, Saint-Ouen, France","12 Rue Anselme, 93400, Saint-Ouen, France"
National Journal of Environment and Scientific Research,25996,2021-04-21,https://www.njesr.com,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Jawahar Nagar, Sri Ganganagar, Rajasthan 335001, India","Jawahar Nagar, Sri Ganganagar, Rajasthan 335001, India"
Conservatoire et jardin botaniques de la ville de Genève,13001,2021-04-21,https://archives.cjbg.ch/,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,Anonyme,Anonyme,contact@email.com,"Chemin de l'Impératrice 1, 1292 Chambésy, Genève, Switzerland","Chemin de l'Impératrice 1, 1292 Chambésy, Genève, Switzerland"
University of Southern Denmark,87557,2021-04-26,https://cloud.sdu.dk,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"Campusvej 55, 5230, Odense, Denmark","Campusvej 55, 5230, Odense, Denmark"
Les Musées d'Orléans,61563,2021-04-28,https://musees.orleans-metropole.fr,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"1 Rue Fernand Rabier, 45000, Orléans, France","1 Rue Fernand Rabier, 45000, Orléans, France"
Association québécoise des marionnettistes,74560,2021-04-28,https://aqm.ca,False,(:unkn) unknown,(:unkn) unknown,(:unkn) unknown,2021,,ARK,Anonyme,Anonyme,contact@email.com,,,,"30 avenue Saint-Just, Montréal, QC, H4H 1Z8, Canada","30 Avenue Saint-Just Outremont, QC H2V 1X8, Canada"
